Calories,Total Fat,Saturated Fat,Monounsaturated Fat,Polyunsaturated Fat,Trans Fat,Cholesterol,Sodium,Total Carbohydrate,Dietary Fiber,Sugars,Sugar Alcohol,Protein,Vitamin A,Vitamin C,Calcium,Iron,class
0.0,0,0.0,0.0,0.0,0.0,0,24.0,0.0,0.0,0.0,0,0.0,0,0,0,0,1
3.0,0,0.0,0.0,0.0,0.0,0,32.0,0.0,0.0,0.0,0,0.0,0,0,0,0,1
1.0,0,0.0,0.0,0.0,0.0,0,24.0,0.0,0.0,0.0,0,0.0,0,0,0,0,1
1.0,0,0.0,0.0,0.0,0.0,0,24.0,0.0,0.0,0.0,0,0.0,0,0,0,0,1
0.0,0,0.0,0.0,0.0,0.0,0,24.0,0.0,0.0,0.0,0,0.0,0,0,0,0,1
1.0,0,0.0,0.0,0.0,0.0,0,24.0,0.0,0.0,0.0,0,0.0,0,0,0,0,1
97.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0
97.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0
97.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0
97.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0
97.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0
97.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0
97.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0
97.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0
97.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0
97.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0
97.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0
97.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0
116.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0
105.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0
80.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0
80.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0
97.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0
97.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0
97.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0
97.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0
97.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0
97.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0
97.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0
97.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0
97.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0
97.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0
97.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0
97.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0
97.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0
97.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0
97.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0
125.0,0,0.0,0.0,0.0,0.0,0,0.0,4.0,0.0,0.0,0,0.0,0,0,0,0,0
125.0,0,0.0,0.0,0.0,0.0,0,0.0,4.0,0.0,0.0,0,0.0,0,0,0,0,0
125.0,0,0.0,0.0,0.0,0.0,0,0.0,4.0,0.0,0.0,0,0.0,0,0,0,0,0
125.0,0,0.0,0.0,0.0,0.0,0,0.0,4.0,0.0,0.0,0,0.0,0,0,0,0,0
125.0,0,0.0,0.0,0.0,0.0,0,0.0,4.0,0.0,0.0,0,0.0,0,0,0,0,0
127.0,0,0.0,0.0,0.0,0.0,0,0.0,5.0,0.0,0.0,0,0.0,0,0,0,0,0
122.0,0,0.0,0.0,0.0,0.0,0,0.0,4.0,0.0,0.0,0,0.0,0,0,0,0,0
122.0,0,0.0,0.0,0.0,0.0,0,0.0,4.0,0.0,0.0,0,0.0,0,0,0,0,0
109.0,0,0.0,0.0,0.0,0.0,0,0.0,4.0,0.0,0.0,0,0.0,0,0,0,0,0
95.0,0,0.0,0.0,0.0,0.0,0,5.0,3.0,0.0,1.4,0,0.5,0,0,0,0,0
118.0,0,0.0,0.0,0.0,0.0,0,0.0,5.0,0.0,0.0,0,0.1,0,0,0,0,0
115.0,0,0.0,0.0,0.0,0.0,0,0.0,3.5,0.0,0.0,0,0.1,0,0,0,0,0
119.0,0,0.0,0.0,0.0,0.0,0,0.0,3.8,0.0,0.0,0,0.1,0,0,0,0,0
122.0,0,0.0,0.0,0.0,0.0,0,6.0,3.7,0.0,0.9,0,0.1,0,0,0,0,0
129.0,0,0.0,0.0,0.0,0.0,0,0.0,3.9,0.0,0.0,0,0.1,0,0,0,0,0
123.0,0,0.0,0.0,0.0,0.0,0,0.0,7.9,0.0,0.0,0,0.1,0,0,0,0,0
125.0,0,0.0,0.0,0.0,0.0,0,0.0,3.9,0.0,0.0,0,0.1,0,0,0,0,0
119.0,0,0.0,0.0,0.0,0.0,0,0.0,2.9,0.0,0.0,0,0.1,0,0,0,0,0
122.0,0,0.0,0.0,0.0,0.0,0,0.0,3.0,0.0,0.0,0,0.1,0,0,0,0,0
121.0,0,0.0,0.0,0.0,0.0,0,0.0,3.4,0.0,0.0,0,0.1,0,0,0,0,0
118.0,0,0.0,0.0,0.0,0.0,0,0.0,5.5,0.0,0.0,0,0.1,0,0,0,0,0
126.0,0,0.0,0.0,0.0,0.0,0,0.0,3.9,0.0,0.0,0,0.1,0,0,0,0,0
119.0,0,0.0,0.0,0.0,0.0,0,0.0,3.0,0.0,0.0,0,0.1,0,0,0,0,0
121.0,0,0.0,0.0,0.0,0.0,0,0.0,4.6,0.0,0.0,0,0.1,0,0,0,0,0
122.0,0,0.0,0.0,0.0,0.0,0,0.0,3.8,0.0,0.0,0,0.1,0,0,0,0,0
129.0,0,0.0,0.0,0.0,0.0,0,0.0,4.2,0.0,0.0,0,0.1,0,0,0,0,0
118.0,0,0.0,0.0,0.0,0.0,0,0.0,4.9,0.0,0.0,0,0.1,0,0,0,0,0
118.0,0,0.0,0.0,0.0,0.0,0,0.0,4.9,0.0,0.0,0,0.1,0,0,0,0,0
125.0,0,0.0,0.0,0.0,0.0,0,0.0,4.1,0.0,0.0,0,0.1,0,0,0,0,0
118.0,0,0.0,0.0,0.0,0.0,0,0.0,4.9,0.0,0.0,0,0.1,0,0,0,0,0
118.0,0,0.0,0.0,0.0,0.0,0,0.0,4.9,0.0,0.0,0,0.1,0,0,0,0,0
125.0,0,0.0,0.0,0.0,0.0,0,0.0,4.1,0.0,0.0,0,0.1,0,0,0,0,0
118.0,0,0.0,0.0,0.0,0.0,0,0.0,4.9,0.0,0.0,0,0.1,0,0,0,0,0
125.0,0,0.0,0.0,0.0,0.0,0,0.0,4.1,0.0,0.0,0,0.1,0,0,0,0,0
125.0,0,0.0,0.0,0.0,0.0,0,0.0,4.1,0.0,0.0,0,0.1,0,0,0,0,0
118.0,0,0.0,0.0,0.0,0.0,0,0.0,4.9,0.0,0.0,0,0.1,0,0,0,0,0
125.0,0,0.0,0.0,0.0,0.0,0,0.0,4.1,0.0,0.0,0,0.1,0,0,0,0,0
118.0,0,0.0,0.0,0.0,0.0,0,0.0,4.9,0.0,0.0,0,0.1,0,0,0,0,0
118.0,0,0.0,0.0,0.0,0.0,0,0.0,4.9,0.0,0.0,0,0.1,0,0,0,0,0
118.0,0,0.0,0.0,0.0,0.0,0,0.0,4.9,0.0,0.0,0,0.1,0,0,0,0,0
127.0,0,0.0,0.0,0.0,0.0,0,0.0,5.5,0.0,0.0,0,0.1,0,0,0,0,0
127.0,0,0.0,0.0,0.0,0.0,0,0.0,5.5,0.0,0.0,0,0.1,0,0,0,0,0
115.0,0,0.0,0.0,0.0,0.0,0,0.0,3.5,0.0,0.0,0,0.1,0,0,0,0,0
115.0,0,0.0,0.0,0.0,0.0,0,0.0,3.5,0.0,0.0,0,0.1,0,0,0,0,0
127.0,0,0.0,0.0,0.0,0.0,0,0.0,5.5,0.0,0.0,0,0.1,0,0,0,0,0
127.0,0,0.0,0.0,0.0,0.0,0,0.0,5.5,0.0,0.0,0,0.1,0,0,0,0,0
115.0,0,0.0,0.0,0.0,0.0,0,0.0,3.5,0.0,0.0,0,0.1,0,0,0,0,0
115.0,0,0.0,0.0,0.0,0.0,0,0.0,3.5,0.0,0.0,0,0.1,0,0,0,0,0
127.0,0,0.0,0.0,0.0,0.0,0,0.0,5.5,0.0,0.0,0,0.1,0,0,0,0,0
127.0,0,0.0,0.0,0.0,0.0,0,0.0,5.5,0.0,0.0,0,0.1,0,0,0,0,0
115.0,0,0.0,0.0,0.0,0.0,0,0.0,3.5,0.0,0.0,0,0.1,0,0,0,0,0
115.0,0,0.0,0.0,0.0,0.0,0,0.0,3.5,0.0,0.0,0,0.1,0,0,0,0,0
122.0,0,0.0,0.0,0.0,0.0,0,0.0,3.6,0.0,0.0,0,0.1,0,0,0,0,0
122.0,0,0.0,0.0,0.0,0.0,0,0.0,3.6,0.0,0.0,0,0.1,0,0,0,0,0
122.0,0,0.0,0.0,0.0,0.0,0,0.0,3.6,0.0,0.0,0,0.1,0,0,0,0,0
122.0,0,0.0,0.0,0.0,0.0,0,0.0,3.6,0.0,0.0,0,0.1,0,0,0,0,0
122.0,0,0.0,0.0,0.0,0.0,0,0.0,3.6,0.0,0.0,0,0.1,0,0,0,0,0
119.0,0,0.0,0.0,0.0,0.0,0,0.0,3.82,0.0,0.0,0,0.1,0,0,0,0,0
122.0,0,0.0,0.0,0.0,0.0,0,0.0,3.8,0.0,0.0,0,0.1,0,0,0,0,0
119.0,0,0.0,0.0,0.0,0.0,0,0.0,3.82,0.0,0.0,0,0.1,0,0,0,0,0
122.0,0,0.0,0.0,0.0,0.0,0,0.0,3.8,0.0,0.0,0,0.1,0,0,0,0,0
122.0,0,0.0,0.0,0.0,0.0,0,0.0,3.8,0.0,0.0,0,0.1,0,0,0,0,0
122.0,0,0.0,0.0,0.0,0.0,0,0.0,3.8,0.0,0.0,0,0.1,0,0,0,0,0
122.0,0,0.0,0.0,0.0,0.0,0,0.0,3.8,0.0,0.0,0,0.1,0,0,0,0,0
122.0,0,0.0,0.0,0.0,0.0,0,0.0,3.8,0.0,0.0,0,0.1,0,0,0,0,0
122.0,0,0.0,0.0,0.0,0.0,0,0.0,3.8,0.0,0.0,0,0.1,0,0,0,0,0
119.0,0,0.0,0.0,0.0,0.0,0,0.0,3.82,0.0,0.0,0,0.1,0,0,0,0,0
122.0,0,0.0,0.0,0.0,0.0,0,0.0,3.8,0.0,0.0,0,0.1,0,0,0,0,0
122.0,0,0.0,0.0,0.0,0.0,0,0.0,3.8,0.0,0.0,0,0.1,0,0,0,0,0
119.0,0,0.0,0.0,0.0,0.0,0,0.0,3.82,0.0,0.0,0,0.1,0,0,0,0,0
122.0,0,0.0,0.0,0.0,0.0,0,0.0,3.8,0.0,0.0,0,0.1,0,0,0,0,0
119.0,0,0.0,0.0,0.0,0.0,0,0.0,3.82,0.0,0.0,0,0.1,0,0,0,0,0
122.0,0,0.0,0.0,0.0,0.0,0,0.0,3.8,0.0,0.0,0,0.1,0,0,0,0,0
122.0,0,0.0,0.0,0.0,0.0,0,0.0,3.8,0.0,0.0,0,0.1,0,0,0,0,0
119.0,0,0.0,0.0,0.0,0.0,0,0.0,3.82,0.0,0.0,0,0.1,0,0,0,0,0
122.0,0,0.0,0.0,0.0,0.0,0,0.0,3.8,0.0,0.0,0,0.1,0,0,0,0,0
122.0,0,0.0,0.0,0.0,0.0,0,0.0,3.8,0.0,0.0,0,0.1,0,0,0,0,0
119.0,0,0.0,0.0,0.0,0.0,0,0.0,3.82,0.0,0.0,0,0.1,0,0,0,0,0
122.0,0,0.0,0.0,0.0,0.0,0,0.0,3.8,0.0,0.0,0,0.1,0,0,0,0,0
119.0,0,0.0,0.0,0.0,0.0,0,0.0,3.82,0.0,0.0,0,0.1,0,0,0,0,0
109.0,0,0.0,0.0,0.0,0.0,0,0.0,3.5,0.0,0.0,0,0.1,0,0,0,0,0
119.0,0,0.0,0.0,0.0,0.0,0,0.0,3.82,0.0,0.0,0,0.1,0,0,0,0,0
109.0,0,0.0,0.0,0.0,0.0,0,0.0,3.5,0.0,0.0,0,0.1,0,0,0,0,0
119.0,0,0.0,0.0,0.0,0.0,0,0.0,3.82,0.0,0.0,0,0.1,0,0,0,0,0
119.0,0,0.0,0.0,0.0,0.0,0,0.0,3.82,0.0,0.0,0,0.1,0,0,0,0,0
119.0,0,0.0,0.0,0.0,0.0,0,0.0,3.82,0.0,0.0,0,0.1,0,0,0,0,0
121.0,0,0.0,0.0,0.0,0.0,0,7.0,3.8,0.0,1.4,0,0.1,0,0,0,0,0
119.0,0,0.0,0.0,0.0,0.0,0,0.0,3.82,0.0,0.0,0,0.1,0,0,0,0,0
119.0,0,0.0,0.0,0.0,0.0,0,0.0,3.82,0.0,0.0,0,0.1,0,0,0,0,0
119.0,0,0.0,0.0,0.0,0.0,0,0.0,3.82,0.0,0.0,0,0.1,0,0,0,0,0
119.0,0,0.0,0.0,0.0,0.0,0,0.0,3.82,0.0,0.0,0,0.1,0,0,0,0,0
121.0,0,0.0,0.0,0.0,0.0,0,7.0,3.8,0.0,1.4,0,0.1,0,0,0,0,0
121.0,0,0.0,0.0,0.0,0.0,0,7.0,3.8,0.0,1.4,0,0.1,0,0,0,0,0
121.0,0,0.0,0.0,0.0,0.0,0,7.0,3.8,0.0,1.4,0,0.1,0,0,0,0,0
119.0,0,0.0,0.0,0.0,0.0,0,0.0,3.82,0.0,0.0,0,0.1,0,0,0,0,0
121.0,0,0.0,0.0,0.0,0.0,0,7.0,3.8,0.0,1.4,0,0.1,0,0,0,0,0
119.0,0,0.0,0.0,0.0,0.0,0,0.0,3.82,0.0,0.0,0,0.1,0,0,0,0,0
121.0,0,0.0,0.0,0.0,0.0,0,7.0,3.8,0.0,1.4,0,0.1,0,0,0,0,0
119.0,0,0.0,0.0,0.0,0.0,0,0.0,3.82,0.0,0.0,0,0.1,0,0,0,0,0
119.0,0,0.0,0.0,0.0,0.0,0,0.0,3.82,0.0,0.0,0,0.1,0,0,0,0,0
121.0,0,0.0,0.0,0.0,0.0,0,7.0,3.8,0.0,1.4,0,0.1,0,0,0,0,0
119.0,0,0.0,0.0,0.0,0.0,0,0.0,3.82,0.0,0.0,0,0.1,0,0,0,0,0
119.0,0,0.0,0.0,0.0,0.0,0,0.0,3.82,0.0,0.0,0,0.1,0,0,0,0,0
119.0,0,0.0,0.0,0.0,0.0,0,0.0,3.82,0.0,0.0,0,0.1,0,0,0,0,0
129.0,0,0.0,0.0,0.0,0.0,0,0.0,3.9,0.0,0.0,0,0.1,0,0,0,0,0
129.0,0,0.0,0.0,0.0,0.0,0,0.0,3.9,0.0,0.0,0,0.1,0,0,0,0,0
129.0,0,0.0,0.0,0.0,0.0,0,0.0,3.9,0.0,0.0,0,0.1,0,0,0,0,0
119.0,0,0.0,0.0,0.0,0.0,0,0.0,3.82,0.0,0.0,0,0.1,0,0,0,0,0
129.0,0,0.0,0.0,0.0,0.0,0,0.0,3.9,0.0,0.0,0,0.1,0,0,0,0,0
119.0,0,0.0,0.0,0.0,0.0,0,0.0,3.82,0.0,0.0,0,0.1,0,0,0,0,0
119.0,0,0.0,0.0,0.0,0.0,0,0.0,3.82,0.0,0.0,0,0.1,0,0,0,0,0
119.0,0,0.0,0.0,0.0,0.0,0,0.0,3.82,0.0,0.0,0,0.1,0,0,0,0,0
123.0,0,0.0,0.0,0.0,0.0,0,0.0,7.9,0.0,0.0,0,0.11,0,0,0,0,0
119.0,0,0.0,0.0,0.0,0.0,0,0.0,3.82,0.0,0.0,0,0.1,0,0,0,0,0
123.0,0,0.0,0.0,0.0,0.0,0,0.0,7.9,0.0,0.0,0,0.11,0,0,0,0,0
123.0,0,0.0,0.0,0.0,0.0,0,0.0,7.9,0.0,0.0,0,0.11,0,0,0,0,0
123.0,0,0.0,0.0,0.0,0.0,0,0.0,7.9,0.0,0.0,0,0.11,0,0,0,0,0
123.0,0,0.0,0.0,0.0,0.0,0,0.0,7.9,0.0,0.0,0,0.11,0,0,0,0,0
123.0,0,0.0,0.0,0.0,0.0,0,0.0,7.9,0.0,0.0,0,0.11,0,0,0,0,0
119.0,0,0.0,0.0,0.0,0.0,0,0.0,3.82,0.0,0.0,0,0.1,0,0,0,0,0
123.0,0,0.0,0.0,0.0,0.0,0,0.0,7.9,0.0,0.0,0,0.11,0,0,0,0,0
119.0,0,0.0,0.0,0.0,0.0,0,0.0,3.82,0.0,0.0,0,0.1,0,0,0,0,0
119.0,0,0.0,0.0,0.0,0.0,0,0.0,3.82,0.0,0.0,0,0.1,0,0,0,0,0
119.0,0,0.0,0.0,0.0,0.0,0,0.0,3.82,0.0,0.0,0,0.1,0,0,0,0,0
119.0,0,0.0,0.0,0.0,0.0,0,0.0,3.82,0.0,0.0,0,0.1,0,0,0,0,0
119.0,0,0.0,0.0,0.0,0.0,0,0.0,3.82,0.0,0.0,0,0.1,0,0,0,0,0
125.0,0,0.0,0.0,0.0,0.0,0,0.0,3.9,0.0,0.0,0,0.1,0,0,0,0,0
125.0,0,0.0,0.0,0.0,0.0,0,0.0,3.9,0.0,0.0,0,0.1,0,0,0,0,0
125.0,0,0.0,0.0,0.0,0.0,0,0.0,3.9,0.0,0.0,0,0.1,0,0,0,0,0
125.0,0,0.0,0.0,0.0,0.0,0,0.0,3.9,0.0,0.0,0,0.1,0,0,0,0,0
125.0,0,0.0,0.0,0.0,0.0,0,0.0,3.9,0.0,0.0,0,0.1,0,0,0,0,0
125.0,0,0.0,0.0,0.0,0.0,0,0.0,3.9,0.0,0.0,0,0.1,0,0,0,0,0
125.0,0,0.0,0.0,0.0,0.0,0,0.0,3.9,0.0,0.0,0,0.1,0,0,0,0,0
125.0,0,0.0,0.0,0.0,0.0,0,0.0,3.9,0.0,0.0,0,0.1,0,0,0,0,0
125.0,0,0.0,0.0,0.0,0.0,0,0.0,3.9,0.0,0.0,0,0.1,0,0,0,0,0
125.0,0,0.0,0.0,0.0,0.0,0,0.0,3.9,0.0,0.0,0,0.1,0,0,0,0,0
119.0,0,0.0,0.0,0.0,0.0,0,0.0,2.9,0.0,0.0,0,0.1,0,0,0,0,0
119.0,0,0.0,0.0,0.0,0.0,0,0.0,2.9,0.0,0.0,0,0.1,0,0,0,0,0
119.0,0,0.0,0.0,0.0,0.0,0,0.0,2.9,0.0,0.0,0,0.1,0,0,0,0,0
119.0,0,0.0,0.0,0.0,0.0,0,0.0,2.9,0.0,0.0,0,0.1,0,0,0,0,0
119.0,0,0.0,0.0,0.0,0.0,0,0.0,2.9,0.0,0.0,0,0.1,0,0,0,0,0
119.0,0,0.0,0.0,0.0,0.0,0,0.0,2.9,0.0,0.0,0,0.1,0,0,0,0,0
119.0,0,0.0,0.0,0.0,0.0,0,0.0,2.9,0.0,0.0,0,0.1,0,0,0,0,0
122.0,0,0.0,0.0,0.0,0.0,0,0.0,3.0,0.0,0.0,0,0.1,0,0,0,0,0
122.0,0,0.0,0.0,0.0,0.0,0,0.0,3.7,0.0,0.9,0,0.1,0,0,0,0,0
122.0,0,0.0,0.0,0.0,0.0,0,0.0,3.0,0.0,0.0,0,0.1,0,0,0,0,0
122.0,0,0.0,0.0,0.0,0.0,0,0.0,3.7,0.0,0.9,0,0.1,0,0,0,0,0
122.0,0,0.0,0.0,0.0,0.0,0,0.0,3.0,0.0,0.0,0,0.1,0,0,0,0,0
122.0,0,0.0,0.0,0.0,0.0,0,0.0,3.7,0.0,0.9,0,0.1,0,0,0,0,0
122.0,0,0.0,0.0,0.0,0.0,0,0.0,3.0,0.0,0.0,0,0.1,0,0,0,0,0
122.0,0,0.0,0.0,0.0,0.0,0,0.0,3.7,0.0,0.9,0,0.1,0,0,0,0,0
122.0,0,0.0,0.0,0.0,0.0,0,0.0,3.7,0.0,0.9,0,0.1,0,0,0,0,0
122.0,0,0.0,0.0,0.0,0.0,0,0.0,3.0,0.0,0.0,0,0.1,0,0,0,0,0
122.0,0,0.0,0.0,0.0,0.0,0,0.0,3.7,0.0,0.9,0,0.1,0,0,0,0,0
122.0,0,0.0,0.0,0.0,0.0,0,0.0,3.0,0.0,0.0,0,0.1,0,0,0,0,0
122.0,0,0.0,0.0,0.0,0.0,0,0.0,3.7,0.0,0.9,0,0.1,0,0,0,0,0
122.0,0,0.0,0.0,0.0,0.0,0,0.0,3.7,0.0,0.9,0,0.1,0,0,0,0,0
122.0,0,0.0,0.0,0.0,0.0,0,0.0,3.0,0.0,0.0,0,0.1,0,0,0,0,0
122.0,0,0.0,0.0,0.0,0.0,0,0.0,3.0,0.0,0.0,0,0.1,0,0,0,0,0
122.0,0,0.0,0.0,0.0,0.0,0,0.0,3.7,0.0,0.9,0,0.1,0,0,0,0,0
122.0,0,0.0,0.0,0.0,0.0,0,0.0,3.7,0.0,0.9,0,0.1,0,0,0,0,0
122.0,0,0.0,0.0,0.0,0.0,0,0.0,3.0,0.0,0.0,0,0.1,0,0,0,0,0
122.0,0,0.0,0.0,0.0,0.0,0,0.0,3.7,0.0,0.9,0,0.1,0,0,0,0,0
122.0,0,0.0,0.0,0.0,0.0,0,0.0,3.7,0.0,0.9,0,0.1,0,0,0,0,0
122.0,0,0.0,0.0,0.0,0.0,0,0.0,3.7,0.0,0.9,0,0.1,0,0,0,0,0
122.0,0,0.0,0.0,0.0,0.0,0,0.0,3.7,0.0,0.9,0,0.1,0,0,0,0,0
122.0,0,0.0,0.0,0.0,0.0,0,0.0,3.7,0.0,0.9,0,0.1,0,0,0,0,0
122.0,0,0.0,0.0,0.0,0.0,0,0.0,3.7,0.0,0.9,0,0.1,0,0,0,0,0
122.0,0,0.0,0.0,0.0,0.0,0,0.0,3.7,0.0,0.9,0,0.1,0,0,0,0,0
122.0,0,0.0,0.0,0.0,0.0,0,0.0,3.7,0.0,0.9,0,0.1,0,0,0,0,0
122.0,0,0.0,0.0,0.0,0.0,0,0.0,3.7,0.0,0.9,0,0.1,0,0,0,0,0
121.0,0,0.0,0.0,0.0,0.0,0,0.0,3.4,0.0,0.0,0,0.1,0,0,0,0,0
122.0,0,0.0,0.0,0.0,0.0,0,0.0,3.7,0.0,0.9,0,0.1,0,0,0,0,0
121.0,0,0.0,0.0,0.0,0.0,0,0.0,3.4,0.0,0.0,0,0.1,0,0,0,0,0
122.0,0,0.0,0.0,0.0,0.0,0,0.0,3.7,0.0,0.9,0,0.1,0,0,0,0,0
121.0,0,0.0,0.0,0.0,0.0,0,0.0,3.4,0.0,0.0,0,0.1,0,0,0,0,0
122.0,0,0.0,0.0,0.0,0.0,0,0.0,3.7,0.0,0.9,0,0.1,0,0,0,0,0
121.0,0,0.0,0.0,0.0,0.0,0,0.0,3.4,0.0,0.0,0,0.1,0,0,0,0,0
121.0,0,0.0,0.0,0.0,0.0,0,0.0,3.4,0.0,0.0,0,0.1,0,0,0,0,0
121.0,0,0.0,0.0,0.0,0.0,0,0.0,3.4,0.0,0.0,0,0.1,0,0,0,0,0
121.0,0,0.0,0.0,0.0,0.0,0,0.0,3.4,0.0,0.0,0,0.1,0,0,0,0,0
121.0,0,0.0,0.0,0.0,0.0,0,0.0,3.4,0.0,0.0,0,0.1,0,0,0,0,0
121.0,0,0.0,0.0,0.0,0.0,0,0.0,3.4,0.0,0.0,0,0.1,0,0,0,0,0
121.0,0,0.0,0.0,0.0,0.0,0,0.0,3.4,0.0,0.0,0,0.1,0,0,0,0,0
121.0,0,0.0,0.0,0.0,0.0,0,0.0,3.4,0.0,0.0,0,0.1,0,0,0,0,0
121.0,0,0.0,0.0,0.0,0.0,0,0.0,4.6,0.0,0.0,0,0.1,0,0,0,0,0
118.0,0,0.0,0.0,0.0,0.0,0,0.0,5.5,0.0,0.0,0,0.1,0,0,0,0,0
121.0,0,0.0,0.0,0.0,0.0,0,0.0,4.6,0.0,0.0,0,0.1,0,0,0,0,0
121.0,0,0.0,0.0,0.0,0.0,0,0.0,4.6,0.0,0.0,0,0.1,0,0,0,0,0
121.0,0,0.0,0.0,0.0,0.0,0,0.0,4.6,0.0,0.0,0,0.1,0,0,0,0,0
121.0,0,0.0,0.0,0.0,0.0,0,0.0,4.6,0.0,0.0,0,0.1,0,0,0,0,0
121.0,0,0.0,0.0,0.0,0.0,0,0.0,4.6,0.0,0.0,0,0.1,0,0,0,0,0
